authorization_code,transaction_id,transaction_date,gateway_name,card_type,card_last4,gross_amount,gateway_fee,net_to_bank,currency,status,batch_id
AUTH226317,TXN-202407-0209,2024-07-29,Datafast,MASTERCARD,4414,54.1,1.89,49.24,USD,SETTLED,BATCH-2344
AUTH570358,TXN-202407-0210,2024-07-11,Medianet,VISA,1618,22.14,0.71,20.21,USD,SETTLED,BATCH-2323
AUTH947932,TXN-202407-0211,2024-07-09,Datafast,MASTERCARD,3239,28.44,1.0,25.87,USD,SETTLED,BATCH-1431
AUTH903683,TXN-202407-0212,2024-07-03,PayPhone,MASTERCARD,2453,11.84,0.45,10.74,USD,SETTLED,BATCH-4520
AUTH339671,TXN-202407-0213,2024-07-02,Datafast,MASTERCARD,6430,14.76,0.52,13.43,USD,SETTLED,BATCH-9578
AUTH127734,TXN-202407-0214,2024-07-28,PayPhone,MASTERCARD,7034,252.54,9.6,229.05,USD,SETTLED,BATCH-5271
AUTH104728,TXN-202407-0215,2024-07-10,PayPhone,VISA,5985,628.62,23.89,570.15,USD,SETTLED,BATCH-8340
AUTH698822,TXN-202407-0216,2024-07-16,Datafast,VISA,3681,16.6,0.58,15.1,USD,SETTLED,BATCH-2681
AUTH721901,TXN-202407-0217,2024-07-09,PayPhone,VISA,4715,128.25,4.87,116.33,USD,SETTLED,BATCH-6516
AUTH266030,TXN-202407-0218,2024-07-20,Datafast,VISA,4713,402.32,14.08,366.12,USD,SETTLED,BATCH-7425
AUTH791897,TXN-202407-0219,2024-07-23,Medianet,MASTERCARD,3868,356.29,11.4,325.3,USD,SETTLED,BATCH-8871
AUTH877861,TXN-202407-0220,2024-07-12,Datafast,VISA,5916,467.05,16.35,425.01,USD,SETTLED,BATCH-6873
AUTH658939,TXN-202407-0221,2024-07-24,Datafast,VISA,2482,109.23,3.82,99.4,USD,SETTLED,BATCH-7862
AUTH381626,TXN-202407-0222,2024-07-15,PayPhone,VISA,7158,33.21,1.26,30.13,USD,SETTLED,BATCH-8080
AUTH430726,TXN-202407-0223,2024-07-20,Datafast,VISA,7108,75.61,2.65,68.78,USD,SETTLED,BATCH-6337
AUTH244104,TXN-202407-0224,2024-07-03,PayPhone,VISA,2130,100.9,3.83,91.52,USD,SETTLED,BATCH-1000
AUTH383621,TXN-202407-0225,2024-07-07,Datafast,VISA,6684,253.96,8.89,231.08,USD,SETTLED,BATCH-6549
AUTH164051,TXN-202407-0226,2024-07-16,Datafast,VISA,5166,55.89,1.96,50.85,USD,SETTLED,BATCH-2254
AUTH300332,TXN-202407-0227,2024-07-01,Medianet,VISA,9807,49.95,1.6,45.6,USD,SETTLED,BATCH-9893
AUTH274289,TXN-202407-0228,2024-07-11,Datafast,VISA,5054,24.16,0.85,21.98,USD,SETTLED,BATCH-9276
AUTH839403,TXN-202407-0229,2024-07-23,Datafast,MASTERCARD,8091,33.52,1.17,30.5,USD,SETTLED,BATCH-7920
AUTH211038,TXN-202407-0230,2024-07-28,Medianet,AMEX,7374,110.27,3.53,100.68,USD,SETTLED,BATCH-1327
AUTH165844,TXN-202407-0231,2024-07-19,Datafast,VISA,1392,2655.28,92.93,2416.31,USD,SETTLED,BATCH-2571
AUTH471020,TXN-202407-0232,2024-07-01,Medianet,MASTERCARD,8644,13.64,0.44,12.45,USD,SETTLED,BATCH-7297
AUTH824653,TXN-202407-0233,2024-07-12,Datafast,DINERS,4396,56.72,1.99,51.61,USD,SETTLED,BATCH-9051
AUTH341457,TXN-202407-0234,2024-07-03,Datafast,VISA,5913,35.03,1.23,31.87,USD,SETTLED,BATCH-5792
AUTH447985,TXN-202407-0235,2024-07-03,PayPhone,MASTERCARD,5778,63.43,2.41,57.54,USD,SETTLED,BATCH-5272
AUTH471852,TXN-202407-0236,2024-07-12,Medianet,MASTERCARD,7296,63.22,2.02,57.73,USD,SETTLED,BATCH-3960
AUTH110415,TXN-202407-0237,2024-07-09,PayPhone,MASTERCARD,8715,12.71,0.48,11.53,USD,SETTLED,BATCH-4349
AUTH433232,TXN-202407-0238,2024-07-31,Datafast,VISA,5171,111.65,3.91,101.6,USD,SETTLED,BATCH-5654
AUTH198657,TXN-202407-0239,2024-07-30,Datafast,MASTERCARD,7369,268.54,9.4,244.37,USD,SETTLED,BATCH-4399
AUTH384065,TXN-202407-0240,2024-07-11,Medianet,DINERS,3894,77.82,2.49,71.05,USD,SETTLED,BATCH-7028
AUTH320079,TXN-202407-0241,2024-07-19,Datafast,VISA,3004,414.46,14.51,377.16,USD,SETTLED,BATCH-8126
AUTH854760,TXN-202407-0242,2024-07-12,Datafast,VISA,6658,7.82,0.27,7.12,USD,SETTLED,BATCH-9472
AUTH909388,TXN-202407-0243,2024-07-17,Datafast,AMEX,6844,338.3,11.84,307.86,USD,SETTLED,BATCH-6368
AUTH246353,TXN-202407-0244,2024-07-15,Datafast,MASTERCARD,9925,456.27,15.97,415.21,USD,SETTLED,BATCH-1305
AUTH205242,TXN-202407-0245,2024-07-02,Medianet,VISA,5643,16.31,0.52,14.9,USD,SETTLED,BATCH-5558
AUTH710152,TXN-202407-0246,2024-07-17,Datafast,AMEX,2348,58.57,2.05,53.29,USD,SETTLED,BATCH-6311
AUTH770928,TXN-202407-0247,2024-07-17,Datafast,VISA,8979,37.96,1.33,34.54,USD,SETTLED,BATCH-1272
AUTH210171,TXN-202407-0248,2024-07-11,Datafast,VISA,5386,35.66,1.25,32.46,USD,SETTLED,BATCH-6490
AUTH414061,TXN-202407-0249,2024-07-04,Medianet,MASTERCARD,2882,107.68,3.45,98.3,USD,SETTLED,BATCH-7700
AUTH349312,TXN-202407-0250,2024-07-30,Medianet,VISA,7958,355.76,11.38,324.81,USD,SETTLED,BATCH-7693
AUTH798551,TXN-202407-0251,2024-07-12,PayPhone,VISA,2042,139.4,5.3,-126.44,USD,CHARGEBACK,BATCH-4757
AUTH982183,TXN-202407-0252,2024-07-31,PayPhone,MASTERCARD,8240,49.63,1.89,45.01,USD,SETTLED,BATCH-8937
AUTH151767,TXN-202407-0253,2024-07-22,Datafast,VISA,1048,421.54,14.75,383.6,USD,SETTLED,BATCH-6622
AUTH642559,TXN-202407-0254,2024-07-21,PayPhone,MASTERCARD,6516,301.09,11.44,273.09,USD,SETTLED,BATCH-6093
AUTH992707,TXN-202407-0255,2024-07-07,Datafast,VISA,1215,18.52,0.65,16.85,USD,SETTLED,BATCH-1746
AUTH563068,TXN-202407-0256,2024-07-03,PayPhone,VISA,3647,15.32,0.58,13.9,USD,SETTLED,BATCH-3223
AUTH608679,TXN-202407-0257,2024-07-29,PayPhone,VISA,3712,430.75,16.37,390.69,USD,SETTLED,BATCH-5330
AUTH720001,TXN-202407-0258,2024-07-13,Datafast,VISA,2260,135.04,4.73,122.88,USD,SETTLED,BATCH-3915
AUTH583388,TXN-202407-0259,2024-07-06,Datafast,AMEX,9415,419.8,14.69,382.02,USD,SETTLED,BATCH-8121
AUTH768688,TXN-202407-0260,2024-07-15,Datafast,VISA,2540,179.76,6.29,163.58,USD,SETTLED,BATCH-2181
AUTH246441,TXN-202407-0261,2024-07-10,Datafast,MASTERCARD,7627,45.05,1.58,40.99,USD,SETTLED,BATCH-8727
AUTH373603,TXN-202407-0262,2024-07-15,PayPhone,VISA,2176,319.58,12.14,289.86,USD,SETTLED,BATCH-9799
AUTH588780,TXN-202407-0263,2024-07-06,Medianet,MASTERCARD,5696,36.4,1.16,33.24,USD,SETTLED,BATCH-3749
AUTH734875,TXN-202407-0264,2024-07-28,PayPhone,VISA,2620,53.09,2.02,48.15,USD,SETTLED,BATCH-6425
AUTH233011,TXN-202407-0265,2024-07-10,Medianet,VISA,4734,437.49,14.0,399.43,USD,SETTLED,BATCH-8302
AUTH492546,TXN-202407-0266,2024-07-14,Medianet,VISA,5912,868.37,27.79,792.82,USD,SETTLED,BATCH-3037
AUTH826059,TXN-202407-0267,2024-07-01,PayPhone,VISA,5480,31.22,1.19,28.32,USD,SETTLED,BATCH-5926
AUTH877255,TXN-202407-0268,2024-07-12,Datafast,MASTERCARD,8856,79.59,2.79,72.42,USD,SETTLED,BATCH-1545
AUTH363532,TXN-202407-0269,2024-07-26,Datafast,DINERS,7334,352.98,12.35,321.22,USD,SETTLED,BATCH-3130
AUTH237669,TXN-202407-0270,2024-07-05,Datafast,VISA,1959,372.35,13.03,338.84,USD,SETTLED,BATCH-6413
AUTH260773,TXN-202407-0271,2024-07-07,Datafast,MASTERCARD,5180,547.51,19.16,498.23,USD,SETTLED,BATCH-1912
AUTH197962,TXN-202407-0272,2024-07-10,Medianet,MASTERCARD,4332,13.34,0.43,12.18,USD,SETTLED,BATCH-4943
AUTH626089,TXN-202407-0273,2024-07-15,Datafast,VISA,8976,64.54,2.26,58.73,USD,SETTLED,BATCH-9829
AUTH671742,TXN-202407-0274,2024-07-17,Datafast,AMEX,8368,86.9,3.04,79.08,USD,SETTLED,BATCH-6303
AUTH347743,TXN-202407-0275,2024-07-08,Datafast,VISA,5715,51.11,1.79,46.51,USD,SETTLED,BATCH-9036
AUTH842597,TXN-202407-0276,2024-07-03,Datafast,MASTERCARD,1423,78.1,2.73,71.08,USD,SETTLED,BATCH-8009
AUTH958404,TXN-202407-0277,2024-07-28,Medianet,MASTERCARD,3104,6.53,0.21,5.96,USD,SETTLED,BATCH-3825
AUTH366728,TXN-202407-0278,2024-07-12,Datafast,VISA,3054,61.05,2.14,55.55,USD,SETTLED,BATCH-7166
AUTH758802,TXN-202407-0279,2024-07-24,Datafast,MASTERCARD,9782,404.03,14.14,367.67,USD,SETTLED,BATCH-5929
AUTH936653,TXN-202407-0280,2024-07-27,Datafast,VISA,7636,53.21,1.86,48.43,USD,SETTLED,BATCH-9424
AUTH808214,TXN-202407-0281,2024-07-03,Datafast,MASTERCARD,5728,420.83,14.73,382.97,USD,SETTLED,BATCH-2168
AUTH436945,TXN-202407-0282,2024-07-07,Medianet,VISA,4954,8.29,0.27,7.57,USD,SETTLED,BATCH-7738
AUTH834435,TXN-202407-0283,2024-07-16,Datafast,VISA,4297,66.16,2.98,59.54,USD,SETTLED,BATCH-5085
AUTH665917,TXN-202407-0284,2024-07-02,Datafast,MASTERCARD,1469,69.66,2.44,63.39,USD,SETTLED,BATCH-9475
AUTH929651,TXN-202407-0285,2024-07-24,Datafast,VISA,3483,71.71,2.51,65.25,USD,SETTLED,BATCH-5710
AUTH214778,TXN-202407-0286,2024-07-16,PayPhone,VISA,7959,1740.51,66.14,1578.64,USD,SETTLED,BATCH-5005
AUTH719394,TXN-202407-0287,2024-07-03,PayPhone,MASTERCARD,6699,385.37,14.64,349.55,USD,SETTLED,BATCH-7671
AUTH289092,TXN-202407-0288,2024-07-03,Medianet,AMEX,1484,29.09,0.93,26.56,USD,SETTLED,BATCH-1848
AUTH871703,TXN-202407-0289,2024-07-23,Medianet,VISA,7299,258.97,8.29,236.44,USD,SETTLED,BATCH-7313
AUTH107784,TXN-202407-0290,2024-07-14,Datafast,VISA,4066,228.07,7.98,207.55,USD,SETTLED,BATCH-4209
AUTH417205,TXN-202407-0291,2024-07-13,Medianet,MASTERCARD,2909,55.34,1.77,50.53,USD,SETTLED,BATCH-6293
AUTH909144,TXN-202407-0292,2024-07-28,Medianet,MASTERCARD,4090,7.34,0.23,6.71,USD,SETTLED,BATCH-9391
AUTH669095,TXN-202407-0293,2024-07-21,Medianet,VISA,7809,22.7,0.73,20.72,USD,SETTLED,BATCH-6747
AUTH606569,TXN-202407-0294,2024-07-15,Datafast,DINERS,7178,16.51,0.58,15.02,USD,SETTLED,BATCH-4616
AUTH616568,TXN-202407-0295,2024-07-13,Datafast,MASTERCARD,8412,302.37,10.58,275.16,USD,SETTLED,BATCH-1310
AUTH143460,TXN-202407-0296,2024-07-16,Medianet,VISA,8531,60.18,1.93,54.94,USD,SETTLED,BATCH-2385
AUTH552378,TXN-202407-0297,2024-07-15,Datafast,MASTERCARD,3017,24.52,0.86,22.31,USD,SETTLED,BATCH-1356
AUTH616643,TXN-202407-0298,2024-07-04,PayPhone,VISA,7185,1728.0,80.87,1552.09,USD,SETTLED,BATCH-2301
AUTH764846,TXN-202407-0299,2024-07-03,PayPhone,VISA,7807,266.95,10.14,242.13,USD,SETTLED,BATCH-3315
AUTH500769,TXN-202407-0300,2024-07-18,PayPhone,DINERS,7780,378.01,14.36,342.86,USD,SETTLED,BATCH-8197
AUTH969809,TXN-202407-0301,2024-07-23,Datafast,VISA,8135,58.22,2.04,52.98,USD,SETTLED,BATCH-9999
AUTH702491,TXN-202407-0302,2024-07-26,Datafast,VISA,2277,78.88,3.57,70.97,USD,SETTLED,BATCH-7182
AUTH307905,TXN-202407-0303,2024-07-15,Datafast,VISA,1024,47.92,1.68,43.6,USD,SETTLED,BATCH-6463
AUTH319120,TXN-202407-0304,2024-07-23,Datafast,AMEX,3286,34.86,1.22,31.72,USD,SETTLED,BATCH-2377
AUTH345868,TXN-202407-0305,2024-07-05,Datafast,VISA,6135,48.12,1.68,43.79,USD,SETTLED,BATCH-4414
AUTH894352,TXN-202407-0306,2024-07-29,Medianet,VISA,7457,224.7,7.19,205.15,USD,SETTLED,BATCH-1025
AUTH278421,TXN-202407-0307,2024-07-30,Medianet,VISA,4940,1581.55,50.61,1443.95,USD,SETTLED,BATCH-5816
AUTH717518,TXN-202407-0308,2024-07-30,PayPhone,MASTERCARD,5552,17.15,0.65,15.56,USD,SETTLED,BATCH-9252
AUTH718206,TXN-202407-0309,2024-07-03,Datafast,DINERS,3849,26.3,0.92,23.94,USD,SETTLED,BATCH-7043
AUTH685304,TXN-202407-0310,2024-07-20,Datafast,DINERS,1525,51.88,1.82,47.21,USD,SETTLED,BATCH-3415
AUTH550885,TXN-202407-0311,2024-07-06,Datafast,MASTERCARD,3202,323.87,11.34,294.72,USD,SETTLED,BATCH-9023
AUTH471500,TXN-202407-0312,2024-07-02,Medianet,AMEX,3097,74.29,2.38,67.83,USD,SETTLED,BATCH-8531
AUTH199903,TXN-202407-0313,2024-07-07,Datafast,DINERS,3189,191.16,6.69,173.96,USD,SETTLED,BATCH-6738
AUTH475357,TXN-202407-0314,2024-07-10,Datafast,MASTERCARD,4607,52.04,1.82,47.38,USD,SETTLED,BATCH-9588
AUTH747507,TXN-202407-0315,2024-07-10,PayPhone,VISA,5401,367.7,13.97,333.48,USD,SETTLED,BATCH-7161
AUTH159936,TXN-202407-0316,2024-07-07,Datafast,VISA,9916,41.32,1.45,37.6,USD,SETTLED,BATCH-8779
AUTH273989,TXN-202407-0317,2024-07-28,Medianet,VISA,1649,388.36,12.43,354.57,USD,SETTLED,BATCH-1799
AUTH456823,TXN-202407-0318,2024-07-11,PayPhone,VISA,2185,47.12,1.79,42.74,USD,SETTLED,BATCH-4542
AUTH589968,TXN-202407-0319,2024-07-10,Datafast,VISA,4420,12.26,0.43,11.16,USD,SETTLED,BATCH-7345
AUTH851212,TXN-202407-0320,2024-07-27,PayPhone,VISA,8171,2755.78,104.72,2499.49,USD,SETTLED,BATCH-6366
AUTH669273,TXN-202407-0321,2024-07-17,PayPhone,MASTERCARD,7936,16.95,0.64,15.38,USD,SETTLED,BATCH-7798
AUTH797840,TXN-202407-0322,2024-07-17,Datafast,VISA,4616,75.89,2.66,69.05,USD,SETTLED,BATCH-3403
AUTH403915,TXN-202407-0323,2024-07-16,PayPhone,VISA,7897,8.79,0.33,7.97,USD,SETTLED,BATCH-1845
AUTH554338,TXN-202407-0324,2024-07-28,PayPhone,MASTERCARD,8999,45.25,1.72,41.05,USD,SETTLED,BATCH-4183
AUTH388292,TXN-202407-0325,2024-07-12,Datafast,AMEX,6866,400.82,14.03,364.74,USD,SETTLED,BATCH-7921
AUTH160114,TXN-202407-0326,2024-07-03,Datafast,MASTERCARD,1264,46.49,1.63,42.31,USD,SETTLED,BATCH-4532
AUTH645013,TXN-202407-0327,2024-07-22,Medianet,MASTERCARD,2536,79.18,2.53,72.3,USD,SETTLED,BATCH-5157
AUTH449745,TXN-202407-0328,2024-07-11,Datafast,DINERS,8771,64.62,2.26,58.8,USD,SETTLED,BATCH-5981
AUTH767460,TXN-202407-0329,2024-07-17,PayPhone,MASTERCARD,8411,43.18,1.64,39.17,USD,SETTLED,BATCH-5608
AUTH627912,TXN-202407-0330,2024-07-15,Datafast,VISA,2182,40.53,1.42,36.88,USD,SETTLED,BATCH-4461
AUTH923771,TXN-202407-0331,2024-07-06,Medianet,MASTERCARD,6364,50.98,1.63,46.55,USD,SETTLED,BATCH-5229
AUTH922490,TXN-202407-0332,2024-07-27,PayPhone,MASTERCARD,3453,30.23,1.15,27.41,USD,SETTLED,BATCH-7602
AUTH476729,TXN-202407-0333,2024-07-12,Medianet,MASTERCARD,5987,66.18,2.12,60.42,USD,SETTLED,BATCH-9334
AUTH870955,TXN-202407-0334,2024-07-24,Medianet,DINERS,5523,414.64,13.27,378.56,USD,SETTLED,BATCH-7185
AUTH652905,TXN-202407-0335,2024-07-25,Medianet,MASTERCARD,7612,54.17,1.73,49.46,USD,SETTLED,BATCH-5007
AUTH656169,TXN-202407-0336,2024-07-21,Medianet,MASTERCARD,2970,151.62,4.85,138.43,USD,SETTLED,BATCH-4811
AUTH301437,TXN-202407-0337,2024-07-02,Medianet,AMEX,5494,56.05,1.79,51.18,USD,SETTLED,BATCH-2719
AUTH969838,TXN-202407-0338,2024-07-05,PayPhone,VISA,5813,28.53,1.08,25.88,USD,SETTLED,BATCH-9801
AUTH874706,TXN-202407-0339,2024-07-28,Medianet,VISA,1440,466.62,14.93,426.02,USD,SETTLED,BATCH-2178
AUTH667789,TXN-202407-0340,2024-07-22,Medianet,MASTERCARD,3690,47.07,1.51,42.97,USD,SETTLED,BATCH-3466
AUTH280141,TXN-202407-0341,2024-07-11,Medianet,VISA,4461,73.41,2.35,67.03,USD,SETTLED,BATCH-4214
AUTH912476,TXN-202407-0342,2024-07-23,Datafast,MASTERCARD,5019,350.19,12.26,318.67,USD,SETTLED,BATCH-4642
AUTH436214,TXN-202407-0343,2024-07-08,Medianet,VISA,6741,46.86,1.5,42.78,USD,SETTLED,BATCH-7074
AUTH833448,TXN-202407-0344,2024-07-16,Medianet,MASTERCARD,2026,285.38,9.13,260.56,USD,SETTLED,BATCH-8204
AUTH558482,TXN-202407-0345,2024-07-19,Medianet,DINERS,8502,200.87,6.43,183.39,USD,SETTLED,BATCH-7908
AUTH845119,TXN-202407-0346,2024-07-25,Medianet,AMEX,5981,30.89,0.99,28.2,USD,SETTLED,BATCH-2454
AUTH932291,TXN-202407-0347,2024-07-15,Datafast,VISA,7479,225.47,7.89,205.18,USD,SETTLED,BATCH-8811
AUTH601036,TXN-202407-0348,2024-07-30,Datafast,VISA,6906,45.39,1.59,41.31,USD,SETTLED,BATCH-1783
AUTH241532,TXN-202407-0349,2024-07-08,Medianet,VISA,8115,326.47,10.45,298.07,USD,SETTLED,BATCH-8348
AUTH524181,TXN-202407-0350,2024-07-14,Medianet,MASTERCARD,6032,102.05,3.27,93.17,USD,SETTLED,BATCH-4601
AUTH926840,TXN-202407-0351,2024-07-18,Medianet,VISA,3295,82.18,2.63,75.03,USD,SETTLED,BATCH-3032
AUTH280251,TXN-202407-0352,2024-07-07,Datafast,DINERS,7175,280.53,11.78,253.32,USD,SETTLED,BATCH-8315
AUTH118863,TXN-202407-0353,2024-07-19,Datafast,MASTERCARD,1860,723.65,25.33,658.52,USD,SETTLED,BATCH-5939
AUTH875585,TXN-202407-0354,2024-07-06,Medianet,MASTERCARD,2802,2783.07,89.06,2540.94,USD,SETTLED,BATCH-5586
AUTH632587,TXN-202407-0355,2024-07-13,PayPhone,VISA,7287,2992.93,113.73,2714.59,USD,SETTLED,BATCH-6854
AUTH379052,TXN-202407-0356,2024-07-02,Datafast,MASTERCARD,5035,201.58,7.06,183.43,USD,SETTLED,BATCH-8552
AUTH517226,TXN-202407-0357,2024-07-15,Datafast,MASTERCARD,9021,1337.61,46.82,1217.22,USD,SETTLED,BATCH-8562
AUTH605681,TXN-202407-0358,2024-07-15,Medianet,VISA,3101,2627.65,84.08,2399.05,USD,SETTLED,BATCH-8012
AUTH231417,TXN-202407-0359,2024-07-09,Datafast,VISA,7219,39.42,1.38,35.88,USD,SETTLED,BATCH-3835
AUTH790447,TXN-202407-0360,2024-07-25,Datafast,MASTERCARD,4574,318.47,11.15,289.81,USD,SETTLED,BATCH-7774
AUTH712893,TXN-202407-0361,2024-07-17,Datafast,AMEX,2089,427.34,14.96,388.88,USD,SETTLED,BATCH-3226
AUTH916755,TXN-202407-0362,2024-07-11,Datafast,MASTERCARD,6844,15.55,0.54,14.15,USD,SETTLED,BATCH-7359
AUTH276456,TXN-202407-0363,2024-07-11,Datafast,VISA,7248,25.02,0.88,22.76,USD,SETTLED,BATCH-5014
AUTH480017,TXN-202407-0364,2024-07-08,Medianet,MASTERCARD,6486,31.97,1.02,29.19,USD,SETTLED,BATCH-7429
AUTH419966,TXN-202407-0365,2024-07-30,Medianet,VISA,6832,56.46,1.81,51.55,USD,SETTLED,BATCH-8282
AUTH327233,TXN-202407-0366,2024-07-12,Medianet,MASTERCARD,3587,475.07,15.2,433.74,USD,SETTLED,BATCH-9817
AUTH918035,TXN-202407-0367,2024-07-20,Datafast,DINERS,3993,39.12,1.37,35.6,USD,SETTLED,BATCH-6130
AUTH768622,TXN-202407-0368,2024-07-22,Datafast,MASTERCARD,8962,45.31,1.59,41.23,USD,SETTLED,BATCH-1674
AUTH434372,TXN-202407-0369,2024-07-17,Medianet,MASTERCARD,8187,410.7,13.14,374.97,USD,SETTLED,BATCH-9346
AUTH872919,TXN-202407-0370,2024-07-27,Medianet,VISA,7154,780.52,24.98,712.61,USD,SETTLED,BATCH-9001
AUTH491362,TXN-202407-0371,2024-07-28,PayPhone,VISA,5304,17.34,0.66,15.73,USD,SETTLED,BATCH-9124
AUTH184046,TXN-202407-0372,2024-07-29,Datafast,MASTERCARD,2518,285.31,9.99,259.63,USD,SETTLED,BATCH-5341
AUTH923903,TXN-202407-0373,2024-07-19,Datafast,VISA,5892,36.16,1.27,32.9,USD,SETTLED,BATCH-9123
AUTH714048,TXN-202407-0374,2024-07-09,Medianet,MASTERCARD,1736,6.63,0.21,6.05,USD,SETTLED,BATCH-7133
AUTH510821,TXN-202407-0375,2024-07-03,Medianet,MASTERCARD,1431,30.84,0.99,28.15,USD,SETTLED,BATCH-5466
AUTH276971,TXN-202407-0376,2024-07-02,PayPhone,DINERS,4544,75.03,2.85,68.05,USD,SETTLED,BATCH-5699
AUTH682430,TXN-202407-0377,2024-07-21,Datafast,MASTERCARD,9971,490.9,17.18,446.72,USD,SETTLED,BATCH-4922
AUTH266748,TXN-202407-0378,2024-07-13,Datafast,AMEX,6298,73.78,2.58,67.14,USD,SETTLED,BATCH-5673
AUTH280998,TXN-202407-0379,2024-07-28,Datafast,DINERS,1040,135.86,4.76,123.63,USD,SETTLED,BATCH-9231
AUTH292483,TXN-202407-0380,2024-07-08,Datafast,DINERS,3931,14.55,0.51,13.24,USD,SETTLED,BATCH-6476
AUTH467382,TXN-202407-0381,2024-07-14,Medianet,DINERS,6480,58.93,1.89,53.8,USD,SETTLED,BATCH-3266
AUTH109041,TXN-202407-0382,2024-07-07,Datafast,VISA,6624,16.63,0.58,15.13,USD,SETTLED,BATCH-6802
AUTH891655,TXN-202407-0383,2024-07-30,Medianet,VISA,2041,338.27,10.82,308.85,USD,SETTLED,BATCH-4117
AUTH211452,TXN-202407-0384,2024-07-22,Datafast,VISA,4412,267.51,9.36,243.43,USD,SETTLED,BATCH-8309
AUTH659188,TXN-202407-0385,2024-07-18,PayPhone,VISA,5441,37.92,1.44,34.39,USD,SETTLED,BATCH-8531
AUTH292257,TXN-202407-0386,2024-07-08,Medianet,MASTERCARD,5727,79.51,2.54,72.58,USD,SETTLED,BATCH-5157
AUTH469799,TXN-202407-0387,2024-07-08,Medianet,MASTERCARD,5191,423.72,13.56,386.85,USD,SETTLED,BATCH-1450
AUTH864764,TXN-202407-0388,2024-07-09,PayPhone,DINERS,7542,36.02,1.37,32.67,USD,SETTLED,BATCH-4932
AUTH934471,TXN-202407-0389,2024-07-22,Medianet,MASTERCARD,8882,153.56,4.91,140.2,USD,SETTLED,BATCH-8802
AUTH795927,TXN-202407-0390,2024-07-13,Medianet,VISA,3304,53.25,1.7,48.62,USD,SETTLED,BATCH-7378
AUTH766505,TXN-202407-0391,2024-07-25,Datafast,VISA,3958,33.23,1.16,30.24,USD,SETTLED,BATCH-8630
AUTH525443,TXN-202407-0392,2024-07-26,Datafast,AMEX,9739,58.07,2.03,52.85,USD,SETTLED,BATCH-7879
AUTH276163,TXN-202407-0393,2024-07-05,PayPhone,MASTERCARD,9780,1893.22,71.94,1717.16,USD,SETTLED,BATCH-8787
AUTH893701,TXN-202407-0394,2024-07-28,Datafast,VISA,4746,467.33,22.15,419.48,USD,SETTLED,BATCH-5610
AUTH414442,TXN-202407-0395,2024-07-22,Datafast,MASTERCARD,1013,25.13,0.88,22.87,USD,SETTLED,BATCH-1409
AUTH568946,TXN-202407-0396,2024-07-24,Medianet,AMEX,5926,62.13,1.99,56.72,USD,SETTLED,BATCH-5344
AUTH280463,TXN-202407-0397,2024-07-31,Medianet,VISA,8681,219.85,7.04,200.72,USD,SETTLED,BATCH-3462
AUTH679307,TXN-202407-0398,2024-07-25,Datafast,VISA,4951,393.69,13.78,358.25,USD,SETTLED,BATCH-1369
AUTH531163,TXN-202407-0399,2024-07-08,PayPhone,MASTERCARD,4824,246.59,9.37,223.65,USD,SETTLED,BATCH-8864
AUTH297869,TXN-202407-0400,2024-07-10,Datafast,VISA,2083,53.65,1.88,48.82,USD,SETTLED,BATCH-7901
AUTH717592,TXN-202407-0401,2024-07-24,Datafast,AMEX,5140,65.21,2.28,59.35,USD,SETTLED,BATCH-8655
AUTH897420,TXN-202407-0402,2024-07-02,Medianet,VISA,6917,28.47,0.91,26.0,USD,SETTLED,BATCH-6811
AUTH364190,TXN-202407-0403,2024-07-19,PayPhone,MASTERCARD,5521,46.5,1.77,42.17,USD,SETTLED,BATCH-2319
AUTH289037,TXN-202407-0404,2024-07-19,Medianet,VISA,7192,22.25,0.71,20.32,USD,SETTLED,BATCH-6048
AUTH777504,TXN-202407-0405,2024-07-27,Datafast,MASTERCARD,2371,188.08,6.58,171.16,USD,SETTLED,BATCH-8293
AUTH113329,TXN-202407-0406,2024-07-26,PayPhone,MASTERCARD,7124,17.62,0.67,15.98,USD,SETTLED,BATCH-6746
AUTH195042,TXN-202407-0407,2024-07-18,Datafast,MASTERCARD,8900,73.77,2.58,67.13,USD,SETTLED,BATCH-4272
AUTH992423,TXN-202407-0408,2024-07-27,PayPhone,MASTERCARD,5790,111.22,4.23,100.88,USD,SETTLED,BATCH-5883
AUTH277762,TXN-202407-0409,2024-07-03,Datafast,VISA,4243,52.3,1.83,47.6,USD,SETTLED,BATCH-2446
AUTH931435,TXN-202407-0410,2024-07-21,Datafast,VISA,3438,9.53,0.33,8.67,USD,SETTLED,BATCH-2245
AUTH270420,TXN-202407-0411,2024-07-18,PayPhone,AMEX,6858,86.61,3.29,78.55,USD,SETTLED,BATCH-6195
AUTH357618,TXN-202407-0412,2024-07-10,Datafast,VISA,2520,305.01,10.68,277.55,USD,SETTLED,BATCH-8719
AUTH386813,TXN-202407-0413,2024-07-06,Medianet,MASTERCARD,2875,75.48,2.42,68.91,USD,SETTLED,BATCH-4402
AUTH191424,TXN-202407-0414,2024-07-09,PayPhone,MASTERCARD,5271,51.48,1.96,46.69,USD,SETTLED,BATCH-4407
AUTH401437,TXN-202407-0415,2024-07-19,Datafast,VISA,8503,35.45,1.24,-32.26,USD,CHARGEBACK,BATCH-1973
AUTH697406,TXN-202407-0416,2024-07-21,PayPhone,VISA,9617,436.1,16.57,395.55,USD,SETTLED,BATCH-1953
