liquidation_id,bank_reference,transaction_id,settlement_date,transaction_date,gateway,card_type,card_last4,gross_amount,commission_amount,vat_retention,income_retention,net_amount,status,chargeback_flag,original_transaction_id
LIQ-00172,BNK360753,TXN-202407-0172,2024-07-07,2024-07-06,Datafast,AMEX,1802,2194.03,76.79,98.73,21.94,1996.57,SETTLED,0,
LIQ-00173,BNK307567,TXN-202407-0173,2024-07-17,2024-07-14,Datafast,VISA,8522,348.35,12.19,15.68,3.48,317,SETTLED,0,
LIQ-00174,BNK753235,TXN-202407-0174,2024-07-17,2024-07-16,Datafast,AMEX,1746,33.85,1.18,1.52,0.34,30.81,SETTLED,0,
LIQ-00175,BNK883048,TXN-202407-0175,2024-07-11,2024-07-10,Datafast,MASTERCARD,9379,496.93,17.39,22.36,4.97,452.21,SETTLED,0,
LIQ-00176,BNK865125,TXN-202407-0176,2024-07-25,2024-07-22,PayPhone,MASTERCARD,4070,47.44,1.8,2.13,0.47,43.04,SETTLED,0,
LIQ-00177,BNK324488,TXN-202407-0177,2024-07-31,2024-07-29,PayPhone,AMEX,7374,429.79,16.33,19.34,4.3,389.82,SETTLED,0,
LIQ-00178,BNK138821,TXN-202407-0178,2024-07-10,2024-07-07,Medianet,VISA,9156,171.98,5.5,7.74,1.72,157.02,SETTLED,0,
LIQ-00179,BNK407874,TXN-202407-0179,2024-07-08,2024-07-05,Datafast,MASTERCARD,2979,365.96,12.81,16.47,3.66,333.02,SETTLED,0,
LIQ-00180,BNK699663,TXN-202407-0180,2024-07-05,2024-07-02,Datafast,MASTERCARD,9284,64.15,2.25,2.89,0.64,58.37,SETTLED,0,
LIQ-00181,BNK301792,TXN-202407-0181,2024-07-15,2024-07-14,Datafast,VISA,3595,1316.8,46.09,59.26,13.17,1198.28,SETTLED,0,
LIQ-00182,BNK552406,TXN-202407-0182,2024-07-19,2024-07-17,Datafast,MASTERCARD,4275,233.66,8.18,10.51,2.34,212.63,SETTLED,0,
LIQ-00183,BNK498756,TXN-202407-0183,2024-07-28,2024-07-26,PayPhone,VISA,7244,282.38,10.73,12.71,2.82,256.12,SETTLED,0,
LIQ-00184,BNK453698,TXN-202407-0184,2024-07-06,2024-07-05,Medianet,VISA,1632,77.22,2.47,3.47,0.77,70.51,SETTLED,0,
LIQ-00185,BNK318525,TXN-202407-0185,2024-07-29,2024-07-26,PayPhone,MASTERCARD,2616,2918.17,110.89,131.32,29.18,2646.78,SETTLED,0,
LIQ-00186,BNK662192,TXN-202407-0186,2024-07-17,2024-07-15,Datafast,MASTERCARD,1231,45.24,1.58,2.04,0.45,41.17,SETTLED,0,
LIQ-00187,BNK114060,TXN-202407-0187,2024-08-02,2024-07-31,Medianet,MASTERCARD,9050,425.42,13.61,19.14,4.25,388.42,SETTLED,0,
LIQ-00188,BNK792413,TXN-202407-0188,2024-07-20,2024-07-18,Datafast,VISA,3042,71.32,2.5,3.21,0.71,64.9,SETTLED,0,
LIQ-00189,BNK287524,TXN-202407-0189,2024-08-02,2024-07-30,PayPhone,VISA,3555,66.79,2.54,3.01,0.67,60.57,SETTLED,0,
LIQ-00190,BNK577462,TXN-202407-0190,2024-07-12,2024-07-10,Datafast,VISA,7495,75.97,2.66,3.42,0.76,69.13,SETTLED,0,
LIQ-00191,BNK782231,TXN-202407-0191,2024-07-15,2024-07-12,Datafast,VISA,2634,34.15,1.2,1.54,0.34,31.07,SETTLED,0,
LIQ-00192,BNK797453,TXN-202407-0192,2024-07-25,2024-07-24,PayPhone,MASTERCARD,6803,49.05,1.86,2.21,0.49,44.49,SETTLED,0,
LIQ-00193,BNK950666,TXN-202407-0193,2024-08-02,2024-07-31,PayPhone,MASTERCARD,4641,338.57,12.87,15.24,3.39,307.07,SETTLED,0,
LIQ-00194,BNK416109,TXN-202407-0194,2024-07-30,2024-07-28,Datafast,VISA,3996,76.29,2.67,3.43,0.76,69.43,SETTLED,0,
LIQ-00195,BNK914375,TXN-202407-0195,2024-07-13,2024-07-12,Datafast,MASTERCARD,2468,78.34,2.74,3.53,0.78,71.29,SETTLED,0,
LIQ-00196,BNK646300,TXN-202407-0196,2024-07-16,2024-07-15,Datafast,VISA,9077,68.6,2.4,3.09,0.69,62.42,SETTLED,0,
LIQ-00197,BNK208663,TXN-202407-0197,2024-07-28,2024-07-26,Medianet,MASTERCARD,8122,88.97,2.85,4,0.89,81.23,SETTLED,0,
LIQ-00198,BNK256900,TXN-202407-0198,2024-07-28,2024-07-25,Datafast,VISA,5294,108.82,3.81,4.9,1.09,99.02,SETTLED,0,
LIQ-00199,BNK901489,TXN-202407-0199,2024-07-08,2024-07-05,Datafast,VISA,9751,218,7.63,9.81,2.18,198.38,SETTLED,0,
LIQ-00200,BNK923133,TXN-202407-0200,2024-07-10,2024-07-09,Datafast,AMEX,5231,14.75,0.52,0.66,0.15,13.42,SETTLED,0,
LIQ-00201,BNK395745,TXN-202407-0201,2024-07-27,2024-07-26,Datafast,AMEX,7595,31.87,1.12,1.43,0.32,29,SETTLED,0,
LIQ-00202,BNK284693,TXN-202407-0202,2024-07-17,2024-07-14,Medianet,VISA,8839,14.51,0.46,0.65,0.15,13.25,SETTLED,0,
LIQ-00203,BNK205338,TXN-202407-0203,2024-07-20,2024-07-19,Datafast,VISA,4281,32.15,1.13,1.45,0.32,29.25,SETTLED,0,
LIQ-00204,BNK194477,TXN-202407-0204,2024-08-02,2024-07-30,Datafast,VISA,6313,385.44,13.49,17.34,3.85,350.76,SETTLED,0,
LIQ-00205,BNK398267,TXN-202407-0205,2024-07-18,2024-07-16,Medianet,VISA,8251,652.06,20.87,29.34,6.52,595.33,SETTLED,0,
LIQ-00206,BNK123812,TXN-202407-0206,2024-07-30,2024-07-29,Datafast,VISA,5303,266.3,9.32,11.98,2.66,242.34,SETTLED,0,
LIQ-00207,BNK928204,TXN-202407-0207,2024-07-22,2024-07-19,Datafast,VISA,3146,51.82,1.81,2.33,0.52,47.16,SETTLED,0,
LIQ-00208,BNK685510,TXN-202407-0208,2024-07-20,2024-07-17,Medianet,VISA,3378,203.86,6.52,9.17,2.04,186.13,SETTLED,0,
LIQ-00209,BNK816221,TXN-202407-0209,2024-08-01,2024-07-29,Datafast,MASTERCARD,4437,54.1,1.89,2.43,0.54,49.24,SETTLED,0,
LIQ-00210,BNK513960,TXN-202407-0210,2024-07-13,2024-07-11,Medianet,VISA,4550,22.14,0.71,1,0.22,20.21,SETTLED,0,
LIQ-00211,BNK755725,TXN-202407-0211,2024-07-11,2024-07-09,Datafast,MASTERCARD,3502,28.44,1,1.28,0.28,25.86,SETTLED,0,
LIQ-00212,BNK650309,TXN-202407-0212,2024-07-04,2024-07-03,PayPhone,MASTERCARD,3320,11.84,0.45,0.53,0.12,10.74,SETTLED,0,
LIQ-00213,BNK247441,TXN-202407-0213,2024-07-05,2024-07-02,Datafast,MASTERCARD,3644,14.76,0.52,0.66,0.15,13.43,SETTLED,0,
LIQ-00214,BNK453533,TXN-202407-0214,2024-07-31,2024-07-28,PayPhone,MASTERCARD,9328,252.54,9.6,11.36,2.53,229.05,SETTLED,0,
LIQ-00215,BNK109166,TXN-202407-0215,2024-07-13,2024-07-10,PayPhone,VISA,1276,628.62,23.89,28.29,6.29,570.15,SETTLED,0,
LIQ-00216,BNK704430,TXN-202407-0216,2024-07-17,2024-07-16,Datafast,VISA,2738,16.6,0.58,0.75,0.17,15.1,SETTLED,0,
LIQ-00217,BNK797222,TXN-202407-0217,2024-07-12,2024-07-09,PayPhone,VISA,5784,128.25,4.87,5.77,1.28,116.33,SETTLED,0,
LIQ-00218,BNK442506,TXN-202407-0218,2024-07-23,2024-07-20,Datafast,VISA,5157,402.32,14.08,18.1,4.02,366.12,SETTLED,0,
LIQ-00219,BNK241174,TXN-202407-0219,2024-07-25,2024-07-23,Medianet,MASTERCARD,3522,356.29,11.4,16.03,3.56,325.3,SETTLED,0,
LIQ-00220,BNK257420,TXN-202407-0220,2024-07-13,2024-07-12,Datafast,VISA,6670,467.05,16.35,21.02,4.67,425.01,SETTLED,0,
LIQ-00221,BNK725290,TXN-202407-0221,2024-07-27,2024-07-24,Datafast,VISA,3527,109.23,3.82,4.92,1.09,99.4,SETTLED,0,
LIQ-00222,BNK400640,TXN-202407-0222,2024-07-17,2024-07-15,PayPhone,VISA,4016,33.21,1.26,1.49,0.33,30.13,SETTLED,0,
LIQ-00223,BNK493820,TXN-202407-0223,2024-07-21,2024-07-20,Datafast,VISA,3926,75.61,2.65,3.4,0.76,68.78,SETTLED,0,
LIQ-00224,BNK235064,TXN-202407-0224,2024-07-05,2024-07-03,PayPhone,VISA,6795,100.9,3.83,4.54,1.01,91.52,SETTLED,0,
LIQ-00225,BNK117946,TXN-202407-0225,2024-07-10,2024-07-07,Datafast,VISA,7635,253.96,8.89,11.43,2.54,231.08,SETTLED,0,
LIQ-00226,BNK980794,TXN-202407-0226,2024-07-19,2024-07-16,Datafast,VISA,1936,55.89,1.96,2.52,0.56,50.85,SETTLED,0,
LIQ-00227,BNK963227,TXN-202407-0227,2024-07-02,2024-07-01,Medianet,VISA,7177,49.95,1.6,2.25,0.5,45.6,SETTLED,0,
LIQ-00228,BNK720129,TXN-202407-0228,2024-07-12,2024-07-11,Datafast,VISA,3998,24.16,0.85,1.09,0.24,21.98,SETTLED,0,
LIQ-00229,BNK303060,TXN-202407-0229,2024-07-24,2024-07-23,Datafast,MASTERCARD,6530,33.52,1.17,1.51,0.34,30.5,SETTLED,0,
LIQ-00230,BNK834659,TXN-202407-0230,2024-07-31,2024-07-28,Medianet,AMEX,4458,110.27,3.53,4.96,1.1,100.68,SETTLED,0,
LIQ-00231,BNK988010,TXN-202407-0231,2024-07-21,2024-07-19,Datafast,VISA,7088,2655.28,92.93,119.49,26.55,2416.31,SETTLED,0,
LIQ-00232,BNK484541,TXN-202407-0232,2024-07-03,2024-07-01,Medianet,MASTERCARD,1807,13.64,0.44,0.61,0.14,12.45,SETTLED,0,
LIQ-00233,BNK466975,TXN-202407-0233,2024-07-13,2024-07-12,Datafast,DINERS,7383,56.72,1.99,2.55,0.57,51.61,SETTLED,0,
LIQ-00234,BNK856625,TXN-202407-0234,2024-07-05,2024-07-03,Datafast,VISA,4968,35.03,1.23,1.58,0.35,31.87,SETTLED,0,
LIQ-00235,BNK498978,TXN-202407-0235,2024-07-06,2024-07-03,PayPhone,MASTERCARD,8844,63.43,2.41,2.85,0.63,57.54,SETTLED,0,
LIQ-00236,BNK980432,TXN-202407-0236,2024-07-15,2024-07-12,Medianet,MASTERCARD,5008,63.22,2.02,2.84,0.63,57.73,SETTLED,0,
LIQ-00237,BNK929398,TXN-202407-0237,2024-07-10,2024-07-09,PayPhone,MASTERCARD,2092,12.71,0.48,0.57,0.13,11.53,SETTLED,0,
LIQ-00238,BNK169224,TXN-202407-0238,2024-08-03,2024-07-31,Datafast,VISA,2879,111.65,3.91,5.02,1.12,101.6,SETTLED,0,
LIQ-00239,BNK949833,TXN-202407-0239,2024-08-02,2024-07-30,Datafast,MASTERCARD,9709,268.54,9.4,12.08,2.69,244.37,SETTLED,0,
LIQ-00240,BNK878160,TXN-202407-0240,2024-07-12,2024-07-11,Medianet,DINERS,1908,77.82,2.49,3.5,0.78,71.05,SETTLED,0,
LIQ-00241,BNK871734,TXN-202407-0241,2024-07-20,2024-07-19,Datafast,VISA,5449,414.46,14.51,18.65,4.14,377.16,SETTLED,0,
LIQ-00242,BNK786981,TXN-202407-0242,2024-07-14,2024-07-12,Datafast,VISA,7501,7.82,0.27,0.35,0.08,7.12,SETTLED,0,
LIQ-00243,BNK101296,TXN-202407-0243,2024-07-19,2024-07-17,Datafast,AMEX,9057,338.3,11.84,15.22,3.38,307.86,SETTLED,0,
LIQ-00244,BNK944483,TXN-202407-0244,2024-07-18,2024-07-15,Datafast,MASTERCARD,5518,456.27,15.97,20.53,4.56,415.21,SETTLED,0,
LIQ-00245,BNK325043,TXN-202407-0245,2024-07-04,2024-07-02,Medianet,VISA,2712,16.31,0.52,0.73,0.16,14.9,SETTLED,0,
LIQ-00246,BNK850437,TXN-202407-0246,2024-07-20,2024-07-17,Datafast,AMEX,4871,58.57,2.05,2.64,0.59,53.29,SETTLED,0,
LIQ-00247,BNK799348,TXN-202407-0247,2024-07-20,2024-07-17,Datafast,VISA,1103,37.96,1.33,1.71,0.38,34.54,SETTLED,0,
LIQ-00248,BNK696503,TXN-202407-0248,2024-07-14,2024-07-11,Datafast,VISA,8955,35.66,1.25,1.6,0.36,32.46,SETTLED,0,
LIQ-00249,BNK725163,TXN-202407-0249,2024-07-07,2024-07-04,Medianet,MASTERCARD,6165,107.68,3.45,4.85,1.08,98.3,SETTLED,0,
LIQ-00250,BNK462009,TXN-202407-0250,2024-08-02,2024-07-30,Medianet,VISA,4753,355.76,11.38,16.01,3.56,324.81,SETTLED,0,
LIQ-00251,BNK234430,TXN-202407-0251,2024-07-14,2024-07-12,PayPhone,VISA,5995,139.4,5.3,6.27,1.39,126.44,SETTLED,0,
LIQ-00252,BNK917070,TXN-202407-0252,2024-08-01,2024-07-31,PayPhone,MASTERCARD,2999,49.63,1.89,2.23,0.5,45.01,SETTLED,0,
LIQ-00253,BNK828299,TXN-202407-0253,2024-07-25,2024-07-22,Datafast,VISA,6307,421.54,14.75,18.97,4.22,383.6,SETTLED,0,
LIQ-00254,BNK711800,TXN-202407-0254,2024-07-24,2024-07-21,PayPhone,MASTERCARD,3432,301.09,11.44,13.55,3.01,273.09,SETTLED,0,
LIQ-00255,BNK620678,TXN-202407-0255,2024-07-09,2024-07-07,Datafast,VISA,1222,18.52,0.65,0.83,0.19,16.85,SETTLED,0,
LIQ-00256,BNK963495,TXN-202407-0256,2024-07-05,2024-07-03,PayPhone,VISA,2175,15.32,0.58,0.69,0.15,13.9,SETTLED,0,
LIQ-00257,BNK117918,TXN-202407-0257,2024-08-01,2024-07-29,PayPhone,VISA,4600,430.75,16.37,19.38,4.31,390.69,SETTLED,0,
LIQ-00258,BNK914075,TXN-202407-0258,2024-07-14,2024-07-13,Datafast,VISA,7313,135.04,4.73,6.08,1.35,122.88,SETTLED,0,
LIQ-00259,BNK201888,TXN-202407-0259,2024-07-09,2024-07-06,Datafast,AMEX,3859,419.8,14.69,18.89,4.2,382.02,SETTLED,0,
LIQ-00260,BNK339980,TXN-202407-0260,2024-07-18,2024-07-15,Datafast,VISA,7574,179.76,6.29,8.09,1.8,163.58,SETTLED,0,
LIQ-00261,BNK575774,TXN-202407-0261,2024-07-12,2024-07-10,Datafast,MASTERCARD,1939,45.05,1.58,2.03,0.45,40.99,SETTLED,0,
LIQ-00262,BNK224413,TXN-202407-0262,2024-07-17,2024-07-15,PayPhone,VISA,9334,319.58,12.14,14.38,3.2,289.86,SETTLED,0,
LIQ-00263,BNK248770,TXN-202407-0263,2024-07-07,2024-07-06,Medianet,MASTERCARD,5699,36.4,1.16,1.64,0.36,33.24,SETTLED,0,
LIQ-00264,BNK388842,TXN-202407-0264,2024-07-30,2024-07-28,PayPhone,VISA,7542,53.09,2.02,2.39,0.53,48.15,SETTLED,0,
LIQ-00265,BNK300022,TXN-202407-0265,2024-07-11,2024-07-10,Medianet,VISA,4755,437.49,14,19.69,4.37,399.43,SETTLED,0,
LIQ-00266,BNK544451,TXN-202407-0266,2024-07-15,2024-07-14,Medianet,VISA,8758,868.37,27.79,39.08,8.68,792.82,SETTLED,0,
LIQ-00267,BNK476455,TXN-202407-0267,2024-07-03,2024-07-01,PayPhone,VISA,6986,31.22,1.19,1.4,0.31,28.32,SETTLED,0,
LIQ-00268,BNK676396,TXN-202407-0268,2024-07-13,2024-07-12,Datafast,MASTERCARD,7326,79.59,2.79,3.58,0.8,72.42,SETTLED,0,
LIQ-00269,BNK442505,TXN-202407-0269,2024-07-27,2024-07-26,Datafast,DINERS,2036,352.98,12.35,15.88,3.53,321.22,SETTLED,0,
LIQ-00270,BNK665852,TXN-202407-0270,2024-07-08,2024-07-05,Datafast,VISA,6141,372.35,13.03,16.76,3.72,338.84,SETTLED,0,
LIQ-00271,BNK484502,TXN-202407-0271,2024-07-08,2024-07-07,Datafast,MASTERCARD,5535,547.51,19.16,24.64,5.48,498.23,SETTLED,0,
LIQ-00272,BNK506185,TXN-202407-0272,2024-07-11,2024-07-10,Medianet,MASTERCARD,8801,13.34,0.43,0.6,0.13,12.18,SETTLED,0,
LIQ-00273,BNK421855,TXN-202407-0273,2024-07-16,2024-07-15,Datafast,VISA,1737,64.54,2.26,2.9,0.65,58.73,SETTLED,0,
LIQ-00274,BNK899614,TXN-202407-0274,2024-07-20,2024-07-17,Datafast,AMEX,6923,86.9,3.04,3.91,0.87,79.08,SETTLED,0,
LIQ-00275,BNK236664,TXN-202407-0275,2024-07-11,2024-07-08,Datafast,VISA,6217,51.11,1.79,2.3,0.51,46.51,SETTLED,0,
LIQ-00276,BNK322311,TXN-202407-0276,2024-07-06,2024-07-03,Datafast,MASTERCARD,5119,78.1,2.73,3.51,0.78,71.08,SETTLED,0,
LIQ-00277,BNK987454,TXN-202407-0277,2024-07-30,2024-07-28,Medianet,MASTERCARD,2191,6.53,0.21,0.29,0.07,5.96,SETTLED,0,
LIQ-00278,BNK128355,TXN-202407-0278,2024-07-13,2024-07-12,Datafast,VISA,3855,61.05,2.14,2.75,0.61,55.55,SETTLED,0,
LIQ-00279,BNK371955,TXN-202407-0279,2024-07-26,2024-07-24,Datafast,MASTERCARD,2102,404.03,14.14,18.18,4.04,367.67,SETTLED,0,
LIQ-00280,BNK178589,TXN-202407-0280,2024-07-30,2024-07-27,Datafast,VISA,7034,53.21,1.86,2.39,0.53,48.43,SETTLED,0,
LIQ-00281,BNK878720,TXN-202407-0281,2024-07-06,2024-07-03,Datafast,MASTERCARD,2416,420.83,14.73,18.94,4.21,382.94,SETTLED,0,
LIQ-00282,BNK916338,TXN-202407-0282,2024-07-08,2024-07-07,Medianet,VISA,8014,8.29,0.27,0.37,0.08,7.57,SETTLED,0,
LIQ-00283,BNK263756,TXN-202407-0283,2024-07-18,2024-07-16,Datafast,VISA,5385,66.16,2.98,2.98,0.66,59.54,SETTLED,0,
LIQ-00284,BNK126891,TXN-202407-0284,2024-07-05,2024-07-02,Datafast,MASTERCARD,2179,69.66,2.44,3.13,0.7,63.39,SETTLED,0,
LIQ-00285,BNK247687,TXN-202407-0285,2024-07-26,2024-07-24,Datafast,VISA,2269,71.71,2.51,3.23,0.72,65.25,SETTLED,0,
LIQ-00286,BNK605258,TXN-202407-0286,2024-07-18,2024-07-16,PayPhone,VISA,6606,1740.51,66.14,78.32,17.41,1578.64,SETTLED,0,
LIQ-00287,BNK156429,TXN-202407-0287,2024-07-05,2024-07-03,PayPhone,MASTERCARD,6405,385.37,14.64,17.34,3.85,349.56,SETTLED,0,
LIQ-00288,BNK542981,TXN-202407-0288,2024-07-05,2024-07-03,Medianet,AMEX,8016,29.09,0.93,1.31,0.29,26.56,SETTLED,0,
LIQ-00289,BNK229093,TXN-202407-0289,2024-07-25,2024-07-23,Medianet,VISA,5450,258.97,8.29,11.65,2.59,236.44,SETTLED,0,
LIQ-00290,BNK479398,TXN-202407-0290,2024-07-16,2024-07-14,Datafast,VISA,1277,228.07,7.98,10.26,2.28,207.55,SETTLED,0,
LIQ-00291,BNK744089,TXN-202407-0291,2024-07-15,2024-07-13,Medianet,MASTERCARD,2496,55.34,1.77,2.49,0.55,50.53,SETTLED,0,
LIQ-00292,BNK269820,TXN-202407-0292,2024-07-31,2024-07-28,Medianet,MASTERCARD,7159,7.34,0.23,0.33,0.07,6.71,SETTLED,0,
LIQ-00293,BNK602593,TXN-202407-0293,2024-07-23,2024-07-21,Medianet,VISA,4465,22.7,0.73,1.02,0.23,20.72,SETTLED,0,
LIQ-00294,BNK342018,TXN-202407-0294,2024-07-17,2024-07-15,Datafast,DINERS,6259,16.51,0.58,0.74,0.17,15.02,SETTLED,0,
LIQ-00295,BNK684610,TXN-202407-0295,2024-07-15,2024-07-13,Datafast,MASTERCARD,8386,302.37,10.58,13.61,3.02,275.16,SETTLED,0,
LIQ-00296,BNK618895,TXN-202407-0296,2024-07-19,2024-07-16,Medianet,VISA,9964,60.18,1.93,2.71,0.6,54.94,SETTLED,0,
LIQ-00297,BNK391431,TXN-202407-0297,2024-07-16,2024-07-15,Datafast,MASTERCARD,9137,24.52,0.86,1.1,0.25,22.31,SETTLED,0,
LIQ-00298,BNK163238,TXN-202407-0298,2024-07-05,2024-07-04,PayPhone,VISA,6861,1728,80.87,77.76,17.28,1552.09,SETTLED,0,
LIQ-00299,BNK274432,TXN-202407-0299,2024-07-06,2024-07-03,PayPhone,VISA,4028,266.95,10.14,12.01,2.67,242.13,SETTLED,0,
LIQ-00300,BNK728167,TXN-202407-0300,2024-07-21,2024-07-18,PayPhone,DINERS,1986,378.01,14.36,17.01,3.78,342.86,SETTLED,0,
LIQ-00301,BNK749513,TXN-202407-0301,2024-07-26,2024-07-23,Datafast,VISA,8817,58.22,2.04,2.62,0.58,52.98,SETTLED,0,
LIQ-00302,BNK164506,TXN-202407-0302,2024-07-27,2024-07-26,Datafast,VISA,1008,78.88,3.57,3.55,0.79,70.97,SETTLED,0,
LIQ-00303,BNK564639,TXN-202407-0303,2024-07-18,2024-07-15,Datafast,VISA,3246,47.92,1.68,2.16,0.48,43.6,SETTLED,0,
LIQ-00304,BNK853759,TXN-202407-0304,2024-07-26,2024-07-23,Datafast,AMEX,1297,34.86,1.22,1.57,0.35,31.72,SETTLED,0,
LIQ-00305,BNK856597,TXN-202407-0305,2024-07-07,2024-07-05,Datafast,VISA,5155,48.12,1.68,2.17,0.48,43.79,SETTLED,0,
LIQ-00306,BNK189520,TXN-202407-0306,2024-08-01,2024-07-29,Medianet,VISA,3764,224.7,7.19,10.11,2.25,205.15,SETTLED,0,
LIQ-00307,BNK552168,TXN-202407-0307,2024-07-31,2024-07-30,Medianet,VISA,8120,1581.55,50.61,71.17,15.82,1443.95,SETTLED,0,
LIQ-00308,BNK546901,TXN-202407-0308,2024-08-02,2024-07-30,PayPhone,MASTERCARD,3593,17.15,0.65,0.77,0.17,15.56,SETTLED,0,
LIQ-00309,BNK719511,TXN-202407-0309,2024-07-05,2024-07-03,Datafast,DINERS,1244,26.3,0.92,1.18,0.26,23.94,SETTLED,0,
LIQ-00310,BNK123467,TXN-202407-0310,2024-07-23,2024-07-20,Datafast,DINERS,2165,51.88,1.82,2.33,0.52,47.21,SETTLED,0,
LIQ-00311,BNK532371,TXN-202407-0311,2024-07-09,2024-07-06,Datafast,MASTERCARD,9128,323.87,11.34,14.57,3.24,294.72,SETTLED,0,
LIQ-00312,BNK339286,TXN-202407-0312,2024-07-03,2024-07-02,Medianet,AMEX,2574,74.29,2.38,3.34,0.74,67.83,SETTLED,0,
LIQ-00313,BNK236301,TXN-202407-0313,2024-07-10,2024-07-07,Datafast,DINERS,3227,191.16,6.69,8.6,1.91,173.96,SETTLED,0,
LIQ-00314,BNK232626,TXN-202407-0314,2024-07-13,2024-07-10,Datafast,MASTERCARD,2471,52.04,1.82,2.34,0.52,47.37,SETTLED,0,
LIQ-00315,BNK395068,TXN-202407-0315,2024-07-12,2024-07-10,PayPhone,VISA,3452,367.7,13.97,16.55,3.68,333.49,SETTLED,0,
LIQ-00316,BNK656843,TXN-202407-0316,2024-07-09,2024-07-07,Datafast,VISA,6037,41.32,1.45,1.86,0.41,37.6,SETTLED,0,
LIQ-00317,BNK781673,TXN-202407-0317,2024-07-30,2024-07-28,Medianet,VISA,2200,388.36,12.43,17.48,3.88,354.57,SETTLED,0,
LIQ-00318,BNK212239,TXN-202407-0318,2024-07-12,2024-07-11,PayPhone,VISA,4306,47.12,1.79,2.12,0.47,42.74,SETTLED,0,
LIQ-00319,BNK459022,TXN-202407-0319,2024-07-12,2024-07-10,Datafast,VISA,4991,12.26,0.43,0.55,0.12,11.16,SETTLED,0,
LIQ-00320,BNK434952,TXN-202407-0320,2024-07-29,2024-07-27,PayPhone,VISA,8045,2755.78,104.72,124.01,27.56,2499.49,SETTLED,0,
LIQ-00321,BNK373743,TXN-202407-0321,2024-07-19,2024-07-17,PayPhone,MASTERCARD,7611,16.95,0.64,0.76,0.17,15.38,SETTLED,0,
LIQ-00322,BNK266302,TXN-202407-0322,2024-07-19,2024-07-17,Datafast,VISA,8581,75.89,2.66,3.42,0.76,69.05,SETTLED,0,
LIQ-00323,BNK967977,TXN-202407-0323,2024-07-19,2024-07-16,PayPhone,VISA,9715,8.79,0.33,0.4,0.09,7.97,SETTLED,0,
LIQ-00324,BNK817696,TXN-202407-0324,2024-07-29,2024-07-28,PayPhone,MASTERCARD,8436,45.25,1.72,2.04,0.45,41.02,SETTLED,0,
LIQ-00325,BNK762421,TXN-202407-0325,2024-07-13,2024-07-12,Datafast,AMEX,7651,400.82,14.03,18.04,4.01,364.74,SETTLED,0,
LIQ-00326,BNK773228,TXN-202407-0326,2024-07-05,2024-07-03,Datafast,MASTERCARD,1595,46.49,1.63,2.09,0.46,42.31,SETTLED,0,
LIQ-00327,BNK107945,TXN-202407-0327,2024-07-25,2024-07-22,Medianet,MASTERCARD,9572,79.18,2.53,3.56,0.79,72.3,SETTLED,0,
LIQ-00328,BNK332612,TXN-202407-0328,2024-07-14,2024-07-11,Datafast,DINERS,8775,64.62,2.26,2.91,0.65,58.8,SETTLED,0,
LIQ-00329,BNK835262,TXN-202407-0329,2024-07-18,2024-07-17,PayPhone,MASTERCARD,4532,43.18,1.64,1.94,0.43,39.17,SETTLED,0,
LIQ-00330,BNK844836,TXN-202407-0330,2024-07-16,2024-07-15,Datafast,VISA,2215,40.53,1.42,1.82,0.41,36.88,SETTLED,0,
LIQ-00331,BNK399322,TXN-202407-0331,2024-07-08,2024-07-06,Medianet,MASTERCARD,3702,50.98,1.63,2.29,0.51,46.55,SETTLED,0,
LIQ-00332,BNK133956,TXN-202407-0332,2024-07-30,2024-07-27,PayPhone,MASTERCARD,7985,30.23,1.15,1.36,0.3,27.4,SETTLED,0,
LIQ-00333,BNK361826,TXN-202407-0333,2024-07-14,2024-07-12,Medianet,MASTERCARD,9037,66.18,2.12,2.98,0.66,60.42,SETTLED,0,
LIQ-00334,BNK161496,TXN-202407-0334,2024-07-27,2024-07-24,Medianet,DINERS,8927,414.64,13.27,18.66,4.15,378.56,SETTLED,0,
LIQ-00335,BNK230751,TXN-202407-0335,2024-07-28,2024-07-25,Medianet,MASTERCARD,4790,54.17,1.73,2.44,0.54,49.46,SETTLED,0,
LIQ-00336,BNK117679,TXN-202407-0336,2024-07-24,2024-07-21,Medianet,MASTERCARD,2309,151.62,4.85,6.82,1.52,138.43,SETTLED,0,
LIQ-00337,BNK746066,TXN-202407-0337,2024-07-05,2024-07-02,Medianet,AMEX,4037,56.05,1.79,2.52,0.56,51.18,SETTLED,0,
LIQ-00338,BNK480828,TXN-202407-0338,2024-07-07,2024-07-05,PayPhone,VISA,3160,28.53,1.08,1.28,0.29,25.88,SETTLED,0,
LIQ-00339,BNK525239,TXN-202407-0339,2024-07-31,2024-07-28,Medianet,VISA,8173,466.62,14.93,21,4.67,426.02,SETTLED,0,
LIQ-00340,BNK620499,TXN-202407-0340,2024-07-24,2024-07-22,Medianet,MASTERCARD,7379,47.07,1.51,2.12,0.47,42.97,SETTLED,0,
LIQ-00341,BNK691845,TXN-202407-0341,2024-07-14,2024-07-11,Medianet,VISA,1463,73.41,2.35,3.3,0.73,67.03,SETTLED,0,
LIQ-00342,BNK905738,TXN-202407-0342,2024-07-25,2024-07-23,Datafast,MASTERCARD,8542,350.19,12.26,15.76,3.5,318.67,SETTLED,0,
LIQ-00343,BNK770919,TXN-202407-0343,2024-07-10,2024-07-08,Medianet,VISA,6556,46.86,1.5,2.11,0.47,42.78,SETTLED,0,
